brand,title,price,instalment/month,owner,mileage,depreciation,registered_date,remaining_coe,coe_years,coe_months
Toyota,Toyota Hiace 2.0 Auto,88888,759,1,1.0,9156,2022-12-30,115,9,7
Audi,Audi A3 Sportback 1.5 Tfsi S Tronic (A),148800,1270,1,10988.0,16950,2021-09-09,99,8,3
Audi,Audi A5 Cabrio Advanced 2.0 Tfsi (140 Kw),225800,1927,1,34000.0,24202,2021-03-29,94,7,10
Mercedes-Benz,Mercedes-Benz Cla-Class Cla35 Amg 4Matic (A),238000,2031,2,22400.0,26832,2021-03-15,94,7,10
Honda,Honda Shuttle 1.5 Honda Sensing (A),104800,895,1,28000.0,12656,2021-11-06,96,8,0
Nissan,Nissan Sylphy 1.6 (A),94800,809,1,53000.0,11796,2020-11-09,87,7,3
Bmw,Bmw 3 Series Sedan 318I Luxury,109800,1309,2,60100.0,18769,2018-02-28,57,4,9
Bmw,Bmw 1 Series Hatchback 116I Luxury (A),134800,1151,1,37402.0,14834,2021-11-03,93,7,9
Mazda,Mazda Cx-30 2.0 Luxury (A),135800,1159,1,22787.0,14980,2021-07-30,98,8,2
Byd,Byd Et3,120800,1031,1,,12366,2023-01-31,116,9,8
Volkswagen,Volkswagen Golf 1.4 Tsi Dsg (A),13200,739,3,,13534,2009-07-31,132,11,0
Hyundai,Hyundai Avante 1.6 (A),92800,792,2,38000.0,12141,2020-06-17,85,7,1
Mercedes-Benz,Mercedes-Benz S-Class S320L (A),275800,2930,2,88000.0,37875,2018-10-22,65,5,5
Mercedes-Benz,Mercedes-Benz A-Class A200 Amg Line (A),140800,1252,2,34000.0,18206,2020-01-23,80,6,8
Mercedes-Benz,Mercedes-Benz E-Class E200 Avantgarde (A),246800,2106,1,21000.0,26933,2021-03-30,94,7,10
Mercedes-Benz,Mercedes-Benz S-Class Mild Hybrid 2021 S450L 4Matic (A),486800,4154,1,26000.0,48449,2021-08-20,99,8,3
Bmw,Bmw 5 Series Sedan Mild Hybrid 520I Luxury (A),205800,1757,1,53000.0,22968,2020-12-28,91,7,7
B.M.W.,B.M.W. X3 M Competition Adaptive Headlight,368800,3147,2,20000.0,38722,2021-10-02,92,7,8
Toyota,Toyota Hiace Standard Roof Petrol 2.0 Dx Glass Door Van (A),94888,810,1,20.0,9791,2022-12-28,115,9,7
Bmw,Bmw 7 Series 730Li Sunroof,220800,2200,3,91000.0,27015,2019-03-28,70,5,10
Bmw,Bmw 5 Series Sedan 528I (A),106800,1835,3,80000.0,24485,2016-07-28,38,3,2
Mercedes-Benz,Mercedes-Benz Gle-Class Coupe Mild Hybrid Gle450 4Matic (A),408800,3489,1,8000.0,42043,2021-06-30,97,8,1
Suzuki,Suzuki Every Petrol 660 (A),79888,682,1,26.0,8260,2022-12-29,115,9,7
Bentley,Bentley Bentayga 4.0 V8 7-Seater (A),728800,6219,1,,78581,2020-08-17,87,7,3
Mercedes-Benz,Mercedes-Benz S-Class S320L (A),244800,3011,1,90000.0,38245,2017-12-20,55,4,7
Mercedes-Benz,Mercedes-Benz E-Class Saloon Mild Hybrid E200 Amg Line (A),243800,2081,1,15000.0,26189,2021-06-28,97,8,1
Mercedes-Benz,Mercedes-Benz E-Class Coupe E300 (A),216800,2303,2,68000.0,29844,2018-10-18,65,5,5
Bmw,Bmw 5 Series Sedan 523I (A),92800,872,3,,14695,2010-05-21,75,6,3
Mercedes-Benz,Mercedes-Benz Glc-Class Coupe Glc250 4Matic,195800,1927,1,64000.0,27356,2019-04-30,71,5,11
Mercedes-Benz,Mercedes-Benz E-Class Saloon E180 Avantgarde (A),187800,1603,1,41000.0,21683,2020-09-16,88,7,4
Mercedes-Benz,Mercedes-Benz Amg Gt R 4.0 (A),686800,6842,2,15000.0,84533,2019-03-22,70,5,10
Porsche,Porsche Macan S Pdk 3.0 (A),285800,2847,2,45000.0,38683,2019-03-25,70,5,10
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Cgi Avantgarde (A),126800,1445,2,8300.0,20610,2018-08-06,60,5,0
Mercedes-Benz,Mercedes-Benz S-Class S400L (A),124800,5523,2,,41771,2014-06-08,14,1,2
Mercedes-Benz,Mercedes-Benz S-Class S320L (A),168800,2900,1,132000.0,31761,2016-07-25,38,3,2
Mercedes-Benz,Mercedes-Benz S-Class Mild Hybrid S450L 4Matic (A),499800,4265,1,23000.0,48125,2021-10-28,101,8,5
Mercedes-Benz,Mercedes-Benz E-Class Saloon E200 Avantgarde (A),193800,1761,2,70000.0,24225,2019-11-14,78,6,6
Mercedes-Benz,Mercedes-Benz E-Class Saloon E200 Avantgarde (A),253800,2166,1,23000.0,27163,2021-09-06,96,8,0
Mercedes-Benz,Mercedes-Benz S-Class Mild Hybrid S450L 4Matic (A),478800,4086,1,18000.0,47665,2021-12-08,99,8,3
Volkswagen,Volkswagen Beetle 1.2 Tsi Dsg (A),59800,1053,2,85000.0,16011,2016-06-27,37,3,1
Bmw,Bmw 6 Series Gran Coupe 640I (A),158800,2437,2,103000.0,30029,2017-03-01,43,3,7
Nissan,Nissan 200Sx S13,183888,1832,7,,31189,1991-02-13,70,5,10
Subaru,Subaru Wrx 2.0A,100000,2014,4,110000.0,31596,2016-01-02,32,2,8
Tesla,Tesla Model 3 Electric Performance Awd,233000,1989,1,22000.0,24689,2021-08-24,99,8,3
Mercedes-Benz,Mercedes-Benz C-Class C180 Avantgarde,72800,1719,3,,24066,2015-08-13,27,2,3
Nissan,Nissan Nv200 1.6A Dx,71800,613,1,22600.0,8544,2021-09-14,100,8,4
Honda,Honda Civic 1.8A Vti-S,61800,616,3,173900.0,10521,2009-03-24,70,5,10
Ssangyong,Ssangyong Actyon Sports Double-Cab 2.0M,65800,1189,2,136200.0,0,2017-05-07,0,0,0
Bmw,Bmw 2 Series 216D Active Tourer,72800,1072,1,83000.0,16506,2017-02-20,45,3,9
Honda,Honda Hr-V 1.5A Lx,65800,1010,1,84000.0,15418,2016-12-22,43,3,7
Audi,Audi Q3 1.4A Tfsi S-Tronic,146800,1319,1,32000.0,19795,2019-12-31,79,6,7
Bmw,Bmw 3 Series 318I Sport,71800,1297,2,63000.0,18917,2016-03-06,36,3,0
Honda,Honda Jazz 1.3A,50800,968,1,28000.0,15932,2016-03-24,34,2,10
Toyota,Toyota Vellfire 2.4A Z Platinum Selection,151800,2742,3,232000.0,15180,2013-02-18,0,0,0
Audi,Audi A3 Sedan 1.0A Tfsi S-Tronic,88800,1075,1,68000.0,15924,2018-08-02,56,4,8
Honda,Honda Shuttle 1.5A G,58800,922,2,102000.0,15444,2016-11-24,42,3,6
Fiat,Fiat Doblo Cargo Maxi 1.3M Multijet Glaze Sx,30800,483,1,150300.0,8510,2016-07-12,42,3,6
Nissan,Nissan Qashqai 1.2A Dig-T,70800,916,1,77700.0,14599,2017-09-15,52,4,4
Bmw,Bmw 5 Series 530I Luxury,131800,1831,4,79000.0,24890,2017-05-30,48,4,0
Jeep,Jeep Renegade Limited 1.4A,76800,1067,4,80600.0,15554,2017-05-25,48,4,0
Mazda,Mazda 6 2.0A Executive,73800,1066,2,106400.0,15760,2017-10-04,46,3,10
Mercedes-Benz,Mercedes-Benz S-Class S400L,158888,4194,2,125000.0,41208,2015-09-06,24,2,0
Bmw,Bmw X3 Sdrive20I,85800,1895,2,87700.0,26429,2015-06-11,29,2,5
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 Urban,91800,1230,2,119000.0,18664,2017-07-18,50,4,2
Mazda,Mazda 6 2.0A Executive,104800,996,2,52700.0,15002,2019-07-15,74,6,2
Lexus,Lexus Is250,73800,678,3,180000.0,11385,2009-11-20,77,6,5
Mercedes-Benz,Mercedes-Benz Glc-Class Glc250 Amg Line 4Matic,211800,1924,1,54300.0,27405,2019-11-22,78,6,6
Honda,Honda Civic 1.8A Vti-S,28800,826,6,144700.0,15436,2010-03-22,22,1,10
Bmw,Bmw 3 Series Coupe 335I,106500,1036,5,140000.0,17566,2010-01-19,72,6,0
Toyota,Toyota Previa 2.4 7-Seater Moonroof (A),108800,1484,1,144240.0,21595,2017-06-19,49,4,1
Nissan,Nissan Nv350 2.5A,39800,719,2,101331.0,12900,2016-05-25,36,3,0
Nissan,Nissan Nv350 2.5A,65800,625,1,78000.0,10558,2019-12-07,74,6,2
Nissan,Nissan Nv350 2.5M,42800,595,3,78200.0,10417,2017-05-29,48,4,0
Nissan,Nissan Nv350 2.5M,38800,596,2,,10651,2016-12-13,43,3,7
Nissan,Nissan Nv350 2.5A,69800,634,1,,10564,2019-11-27,78,6,6
Mitsubishi,Mitsubishi Eclipse Cross 1.5L Turbo Style (A),123800,1057,2,48625.0,15027,2020-09-09,87,7,3
Fiat,Fiat Professional Doblo Cargo Diesel 1.6A,24800,655,2,55500.0,11724,2015-08-06,24,2,0
Fiat,Fiat Professional Doblo Cargo Diesel Maxi 1.6A Multijet,23800,629,2,,11631,2015-05-13,24,2,0
Fiat,Fiat Professional Doblo Cargo Maxi 1.6A Multijet,23800,629,2,66984.0,11425,2015-05-26,24,2,0
Rolls-Royce,Rolls-Royce Wraith 6.6 (A),898888,24699,2,28000.0,286143,2015-08-05,23,1,11
Fiat,Fiat Professional Doblo Cargo Diesel Maxi 1.6A Multijet Glaze,30800,494,2,,8726,2016-02-11,41,3,5
Citroen,Citroen Berlingo 1.5A Bluehdi,67800,630,1,41267.0,10512,2019-04-10,76,6,4
Honda,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,143800,1228,1,18192.0,16481,2021-08-16,99,8,3
Suzuki,Suzuki Every Turbo,65800,562,1,,8043,2021-06-29,97,8,1
Toyota,Toyota Estima 2.4 Aeras Premium 7-Seater Moonroof (A),58800,1846,1,136000.0,24099,2015-01-30,20,1,8
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),52800,2054,3,,28219,2014-09-26,16,1,4
Mercedes-Benz,Mercedes-Benz B-Class B180 Urban,55800,1318,3,,19006,2015-08-26,27,2,3
Toyota,Toyota Dyna 150 Diesel 2.8M,111800,954,1,13.0,11621,2022-11-30,114,9,6
Toyota,Toyota Hiace Stand Roof Petrol 2.0A Dx,87800,750,1,25000.0,9567,2022-06-20,109,9,1
Subaru,Subaru Impreza Wrx-S 5D 2.5M,90800,978,7,,16823,2009-01-22,64,5,4
Bmw,Bmw I8,275800,8658,4,25600.0,106302,2015-10-02,20,1,8
Bmw,Bmw 5 Series 523I,97800,835,6,,12785,2011-01-21,91,7,7
Toyota,Toyota Hiace 3.0A Super Gl Dark Prime,65800,914,2,,15887,2017-08-06,48,4,0
Nissan,Nissan Gtr 3.8A,298800,3262,7,,56218,2008-12-24,63,5,3
Citroen,Citroen Grand C4 Picasso Diesel 1.6A Bluehdi Panoramic Roof,44800,990,2,120000.0,15069,2015-10-28,29,2,5
Bmw,Bmw X5 Xdrive35I 7-Seater Sunroof,118800,1014,6,,15705,2010-10-12,90,7,6
Nissan,Nissan X-Trail 2.0A,88000,1083,1,108000.0,16125,2017-12-26,55,4,7
Porsche,Porsche Cayenne S Coupe 2.9A Tip,588800,5025,1,,53315,2022-05-24,108,9,0
Kia,Kia Cerato Forte Koup 1.6A Sx Sunroof,24800,744,6,,13862,2010-02-22,21,1,9
Bmw,Bmw 7 Series 740Li Sunroof,99800,983,2,,16694,2009-08-31,71,5,11
Nissan,Nissan Gtr 3.8A,228800,2959,7,,52065,2008-12-06,52,4,4
Nissan,Nissan Gtr 3.8A,238800,2720,6,71000.0,47474,2008-05-20,60,5,0
Skoda,Skoda Karoq 1.5A Tsi Style,104800,1044,2,30000.0,15413,2019-12-03,70,5,10
Nissan,Nissan Gtr 3.8A,238500,2717,7,,46878,2008-10-06,60,5,0
Volkswagen,Volkswagen Scirocco 1.4A Tsi,28800,732,4,,13581,2010-06-23,25,2,1
Toyota,Toyota Supra 2.0A Sz-R,224800,1958,3,30000.0,27937,2020-03-25,82,6,10
Toyota,Toyota Vellfire 2.5A Z G-Edition,193800,2310,3,67900.0,35271,2018-12-02,57,4,9
Mercedes-Benz,Mercedes-Benz A-Class A45 Amg 4Matic,190800,2347,4,87000.0,34073,2017-12-21,55,4,7
Honda,Honda Vezel 1.5A G Honda Sensing,122000,1042,1,,13791,2021-10-22,101,8,5
Mercedes-Benz,Mercedes-Benz E-Class Coupe Mild Hybrid E53 Amg 4Matic+,358000,3183,1,63829.0,42158,2020-01-20,80,6,8
Mercedes-Benz,Mercedes-Benz C-Class C180 Avantgarde,56800,2351,3,113400.0,32627,2014-03-09,15,1,3
Mercedes-Benz,Mercedes-Benz E-Class E200 Amg Line,126800,2179,2,61240.0,26608,2016-02-08,38,3,2
Bmw,Bmw 2 Series Gran Tourer Diesel 216D,66800,1386,4,142713.0,20726,2015-12-30,31,2,7
Bmw,Bmw 4 Series Gran Coupe 420I Sunroof,75800,2001,4,117380.0,26970,2015-05-28,24,2,0
Hyundai,Hyundai Avante 1.6A Sunroof,6500,118,4,,112976,2008-06-27,0,0,0
Toyota,Toyota Alphard 2.5A Sa Moonroof,108800,2258,3,139958.0,34069,2015-12-23,31,2,7
Mazda,Mazda 3 1.5A Sunroof,43800,968,3,105147.0,15779,2015-10-21,29,2,5
Mini,Mini Cooper S 2.0A 5Dr,69800,1406,3,88672.0,20869,2016-01-29,32,2,8
Toyota,Toyota C-Hr Hybrid 1.8A S,91700,1228,2,90468.0,21266,2017-07-21,50,4,2
Porsche,Porsche 718 Cayman 2.0A Pdk,349000,2978,1,19983.0,41197,2020-08-26,87,7,3
Audi,Audi E-Tron Electric 50 Quattro Advanced,283600,2420,1,8118.0,28816,2022-06-20,109,9,1
Porsche,Porsche Panamera Sport Turismo 4 3.0A Pdk,350700,4245,1,40300.0,50285,2018-08-02,56,4,8
Volvo,Volvo V60 Diesel D2,36800,1750,3,101250.0,21135,2014-06-19,13,1,1
Skoda,Skoda Octavia Mild Hybrid 1.5A Tsi E-Tec Ambition,159800,1364,1,159.0,16101,2022-12-29,115,9,7
Bmw,Bmw 2 Series Active Tourer Diesel 216D,62800,1265,4,137500.0,19596,2016-01-22,32,2,8
Hyundai,Hyundai Veloster 1.6A Gdi Turbo Sunroof,60800,1225,2,,18861,2016-01-14,32,2,8
Mazda,Mazda 3 1.5A,46800,971,1,68000.0,15834,2015-12-30,31,2,7
Mercedes-Benz,Mercedes-Benz Eqa250 Electric Amg Line,248000,2117,1,22000.0,27480,2022-01-21,104,8,8
Hyundai,Hyundai Avante 1.6A S,112888,964,1,,13081,2021-10-19,101,8,5
Citroen,Citroen Grand C4 Picasso Diesel 1.6A Bluehdi Panoramic Roof,47888,1025,3,167290.0,15745,2015-11-27,30,2,6
Hyundai,Hyundai Elantra 1.6A Gls,46800,891,1,141125.0,13913,2016-04-04,34,2,10
Audi,Audi A3 Sedan 1.4A Tfsi S-Tronic Attraction,64800,1141,3,85214.0,17957,2016-06-28,37,3,1
Toyota,Toyota Hiace 3.0M,68800,678,1,,11434,2019-04-25,71,5,11
Maserati,Maserati Granturismo 4.2A,158800,1563,5,40000.0,26748,2009-07-16,71,5,11
Toyota,Toyota Hiace 3.0M,70800,715,1,114822.0,12086,2019-01-03,69,5,9
Toyota,Toyota Hiace 2.8A Dx,87800,750,1,,11643,2020-10-29,89,7,5
Mercedes-Benz,Mercedes-Benz E-Class E200 Cgi,90800,775,5,,12450,2010-10-25,87,7,3
Kia,Kia Cerato Forte 1.6A Sx,65800,573,3,,9611,2010-04-14,82,6,10
Toyota,Toyota Hiace 3.0M Dx,56800,711,1,90217.0,12359,2017-11-23,54,4,6
Audi,Audi A4 1.8A Tfsi Mu S-Line,80800,759,3,148000.0,12789,2009-02-11,75,6,3
Toyota,Toyota Hiace 3.0M,55800,570,2,119038.0,9689,2009-10-02,68,5,8
Honda,Honda Fit 1.3A G,54800,575,2,136000.0,9829,2008-05-12,66,5,6
Nissan,Nissan Qashqai 1.2A Dig-T,60800,914,1,85600.0,14388,2017-11-02,44,3,8
Honda,Honda Vezel 1.5A X,52800,930,2,95000.0,15363,2016-06-16,37,3,1
Skoda,Skoda Superb 1.8A Tsi,110800,1029,1,,15136,2019-09-20,76,6,4
Citroen,Citroen Berlingo 1.6A E-Hdi,23800,605,3,,10990,2015-06-25,25,2,1
Toyota,Toyota Dyna 150 3.0M,78800,826,1,69130.0,14019,2018-07-12,66,5,6
Toyota,Toyota Dyna 150 3.0M,80800,870,1,16758.0,14821,2018-03-10,64,5,4
Toyota,Toyota Dyna 150 3.0M,58800,617,2,,10562,2008-02-12,66,5,6
Toyota,Toyota Dyna 150 2.8M,111800,954,1,,11621,2022-11-30,114,9,6
Toyota,Toyota Dyna 150 3.0M,98800,844,3,41000.0,13028,2020-11-17,90,7,6
Toyota,Toyota Dyna 150 3.0M,80800,826,1,50970.0,14085,2019-01-15,68,5,8
Mitsubishi,Mitsubishi Triton L200 Double-Cab 2.5M,83800,716,3,,9785,2012-04-30,102,8,6
Audi,Audi S4 3.0A Tfsi Quattro S-Tronic,115800,1088,7,166000.0,18337,2009-06-10,75,6,3
Mitsubishi,Mitsubishi Colt Version-R 1.5A Turbo,66800,683,5,,11700,2009-01-23,68,5,8
Peugeot,Peugeot 308 1.2A Puretech Allure,70800,900,3,47000.0,14492,2017-10-27,53,4,5
Kia,Kia Cerato Forte Koup 1.6M Sx Sunroof,27800,764,7,,14292,2010-04-20,23,1,11
Mazda,Mazda 3 1.5A Deluxe,46800,1002,1,,15952,2015-11-20,30,2,6
Honda,Honda Fit 1.3A G,64800,565,4,128000.0,9465,2010-03-15,82,6,10
Subaru,Subaru Forester 2.0I-L,45800,1121,4,99000.0,17513,2015-07-30,26,2,2
Porsche,Porsche Panamera S Hybrid 3.6A Pdk,140800,1214,4,122000.0,20329,2011-12-04,83,6,11
Bmw,Bmw 5 Series 520I Luxury,145800,1686,1,50000.0,23000,2018-04-26,59,4,11
Mitsubishi,Mitsubishi Lancer 1.6M,66800,797,6,,13901,2008-02-28,57,4,9
Toyota,Toyota Estima 2.4A Aeras,107800,1620,2,80000.0,23672,2017-01-26,44,3,8
Volkswagen,Volkswagen Golf R 5Dr Sunroof,135800,1159,7,,18948,2010-09-07,85,7,1
Toyota,Toyota Vios 1.5A E,56800,573,3,128000.0,9729,2009-12-03,69,5,9
Mercedes-Benz,Mercedes-Benz C-Class Coupe C63 S Amg Premium Plus,378800,3518,0,10000.0,59601,2019-09-19,76,6,4
Bmw,Bmw 3 Series 320I Coupe,150800,1300,7,169000.0,21611,1992-09-15,83,6,11
Mercedes-Benz,Mercedes-Benz C-Class C180 Coupe,50800,2416,3,64000.0,30810,2014-06-23,13,1,1
Mercedes-Benz,Mercedes-Benz C-Class C180 Cgi,101800,869,6,,14324,2010-06-17,85,7,1
Toyota,Toyota Harrier 2.0A Elegance,65800,1326,2,74000.0,19668,2016-05-02,32,2,8
Suzuki,Suzuki Swift 1.0A Turbo Glx,108300,1093,1,,17393,2019-01-03,69,5,9
Mazda,Mazda Rx-8 1.3A,75800,806,5,175500.0,13827,2008-11-13,65,5,5
Mercedes-Benz,Mercedes-Benz C-Class C180 Coupe,108800,929,3,116000.0,12115,2012-01-11,107,8,11
Toyota,Toyota C-Hr Hybrid 1.8A S,72800,975,2,47000.0,16782,2017-07-19,50,4,2
Bmw,Bmw 1 Series 116D,91800,1078,2,71000.0,15577,2018-03-28,58,4,10
Toyota,Toyota Harrier Turbo 2.0A M,147800,1262,1,21500.0,18053,2020-07-28,86,7,2
Toyota,Toyota Vios 1.5A E,22800,716,4,,13315,2010-01-25,20,1,8
Mitsubishi,Mitsubishi Lancer Ex 1.6 Sports (A),59800,831,2,82000.0,13155,2017-05-26,48,4,0
Honda,Honda Fit 1.3 G F-Package(A),76800,747,1,50000.0,12299,2019-05-15,72,6,0
Honda,Honda Civic 1.6 Vti-S (A),41688,1059,2,107000.0,14515,2015-06-29,25,2,1
Kia,Kia Sportage 2.0A,24000,1343,5,170000.0,24607,2009-05-26,132,11,0
Honda,Honda Civic 1.6A Vti,80800,935,1,68000.0,14307,2018-04-26,59,4,11
Bmw,Bmw 3 Series 316I,120800,1189,5,,20207,1990-10-01,71,5,11
Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid C200 Amg Line,183800,1634,1,45000.0,22421,2020-06-02,80,6,8
Nissan,Nissan Fairlady 370Z,117800,1204,7,150000.0,20543,2009-01-07,68,5,8
Audi,Audi A4 1.8A Tfsi Mu,45800,1591,2,100000.0,21887,2014-09-12,18,1,6
Toyota,Toyota Vios 1.5A E,82000,860,2,41000.0,13574,2018-11-23,66,5,6
Audi,Audi S5 Sportback 3.0A Tfsi Quattro,232222,2467,1,31000.0,34399,2018-10-26,65,5,5
Bmw,Bmw 4 Series Coupe 420I Sport Sunroof,168500,1514,2,58000.0,21104,2019-12-27,79,6,7
Honda,Honda Vezel 1.5A X,85800,1039,3,54000.0,16916,2018-01-29,56,4,8
Toyota,Toyota Harrier 2.0A Premium Panoramic Roof,85800,1264,2,66000.0,18360,2017-02-03,45,3,9
Mazda,Mazda 3 Hb 1.5A,49800,1066,1,86000.0,17700,2015-11-17,30,2,6
Toyota,Toyota Picnic 2.0A,72800,726,4,,12330,2009-04-05,70,5,10
Toyota,Toyota Vellfire 2.4A Z Platinum Selection,145800,1245,2,138000.0,17425,2012-01-20,100,8,4
Mitsubishi,Mitsubishi Evolution 10 Gsr,160800,1602,4,,27273,2009-04-29,70,5,10
Honda,Honda Edix 2.0A X,8800,159,6,,49415,2008-07-14,0,0,0
Toyota,Toyota 86 2.0M High Grade,147800,1262,2,102000.0,16676,2012-07-18,106,8,10
Porsche,Porsche Cayman R 3.4A Pdk,222888,1902,4,130000.0,27938,2012-02-17,95,7,11
Chevrolet,Chevrolet Cruze 1.4A Turbo,50800,833,1,70000.0,12603,2016-09-27,40,3,4
Volkswagen,Volkswagen Touran 1.4A Tsi Comfortline Sunroof,117500,1117,2,55000.0,16854,2019-07-30,74,6,2
Honda,Honda Civic 1.5A Vtec Turbo Sunroof,96800,1087,3,40000.0,16035,2018-06-28,61,5,1
Mazda,Mazda 2 Hb 1.5A V,6800,123,4,,413667,2008-07-17,0,0,0
Honda,Honda Fit 1.3A G,23888,657,4,,12060,2010-03-05,23,1,11
Kia,Kia Cerato K3 1.6 Sx (A),57800,869,2,89000.0,13280,2017-01-20,44,3,8
Toyota,Toyota Dyna 150 Diesel 2.8 [Euro Vi] (M),120800,1031,1,,12454,2022-12-30,115,9,7
Suzuki,Suzuki Every Petrol 660 (A),73888,631,1,,7635,2022-12-30,115,9,7
Porsche,Porsche Boxster S 3.2A Tip,97800,963,7,149000.0,16360,2001-02-03,71,5,11
Bmw,Bmw M Series M4 Convertible,185000,4883,4,102000.0,65903,2015-05-15,24,2,0
Mercedes-Benz,Mercedes-Benz Cla-Class Cla200,122800,1048,4,,11873,2014-02-01,112,9,4
Audi,Audi A4 2.0A Tfsi Quattro S-Tronic,114800,980,6,,15182,2010-11-30,90,7,6
Porsche,Porsche Panamera 3.6A Pdk,145800,1245,4,130000.0,19931,2011-01-29,87,7,3
Honda,Honda Fit 1.3A G,25800,810,2,,15019,2010-01-27,20,1,8
Peugeot,Peugeot 5008 1.2A Puretech Eat8 Active Premium,144600,1234,1,45000.0,15947,2021-05-31,96,8,0
Volkswagen,Volkswagen Golf Cabriolet 1.4A Tsi,90800,775,4,105000.0,10258,2012-03-15,106,8,10
Honda,Honda Fit 1.3A G,51800,599,4,145000.0,10492,2008-04-16,59,4,11
Mercedes-Benz,Mercedes-Benz C-Class C180K,89800,767,5,126000.0,11469,2011-08-03,93,7,9
Mercedes-Benz,Mercedes-Benz C-Class C180K,81800,698,6,,10648,2011-01-13,92,7,8
Maserati,Maserati Quattroporte 3.0A,189900,3429,2,110000.0,36494,2016-05-13,36,3,0
Volkswagen,Volkswagen Golf 1.0A Tsi Trendline,79500,893,2,70000.0,13735,2018-06-22,61,5,1
Volkswagen,Volkswagen Golf R 5Dr Sunroof,108800,948,6,179000.0,15778,2010-07-07,82,6,10
Volkswagen,Volkswagen Touran Diesel 1.6A Tdi,32888,1362,4,105000.0,18996,2014-08-22,15,1,3
Volkswagen,Volkswagen Golf 1.4A Tsi,115000,982,4,145000.0,10476,2014-01-15,128,10,8
Lamborghini,Lamborghini Aventador Lp700-4,722222,6163,1,18000.0,84329,2012-04-27,102,8,6
Bmw,Bmw 5 Series 530I Luxury,136800,1866,2,115000.0,25722,2017-06-28,49,4,1
Porsche,Porsche Boxster S 3.4A Tip,115800,1402,3,120000.0,24418,2008-05-02,56,4,8
Honda,Honda Shuttle 1.5A G,57800,948,2,108000.0,15889,2016-09-22,40,3,4
Mercedes-Benz,Mercedes-Benz Glb-Class Glb220D Amg Line 4Matic Premium,218800,1867,2,28000.0,26710,2020-08-13,87,7,3
Audi,Audi S3 Sedan 2.0A Tfsi Quattro,258800,2209,1,7000.0,28156,2021-07-28,98,8,2
Lexus,Lexus Rx450H Hybrid,88800,834,2,179000.0,14086,2009-08-28,75,6,3
Bmw,Bmw 3 Series Sedan 320I M-Sport (A),50800,3458,3,120000.0,44996,2014-02-21,108,9,0
Maserati,Maserati Granturismo Cambiocorsa 4.7 (A),146800,1348,6,115000.0,22647,2010-07-23,77,6,5
Bmw,Bmw 5 Series Sedan 535I M-Sport (A),128800,1100,6,130000.0,16144,2011-08-19,95,7,11
Bmw,Bmw 2 Series Coupé 220I M Sport Sunroof (A),68800,2269,3,103000.0,32479,2014-12-17,19,1,7
Bmw,Bmw 4 Series Coupé 428I M-Sport (A),172800,15052,3,94000.0,17280,2013-12-16,84,7,0
Mercedes-Benz,Mercedes-Benz C-Class Saloon C200 Amg Line (A),78800,2001,3,,26691,2015-06-16,25,2,1
Mercedes-Benz,Mercedes-Benz E-Class Saloon E200 Exclusive (A),268800,2294,1,13000.0,25605,2022-08-06,108,9,0
Mercedes-Benz,Mercedes-Benz E-Class Saloon E200 Avantgarde (A),198800,1697,2,41773.0,22737,2020-05-08,86,7,2
Volkswagen,Volkswagen Touran Diesel 1.6 Tdi Dsg (A),46800,1106,2,,15414,2015-08-26,27,2,3
Bmw,Bmw 3 Series 340I M-Sport,131000,2718,3,110000.0,37819,2015-12-18,31,2,7
Subaru,Subaru Forester 2.0A Xt Sunroof,68800,1155,2,105000.0,17767,2016-02-09,39,3,3
Mercedes-Benz,Mercedes-Benz A-Class A45 Amg 4Matic,158000,2375,2,90000.0,34678,2017-01-27,44,3,8
Hyundai,Hyundai Avante 1.6A Elite Sunroof,114500,978,1,29000.0,13773,2021-05-06,96,8,0
Kia,Kia Cerato K3 1.6A,66800,822,3,75000.0,13166,2017-12-27,55,4,7
Land,Land Rover Range Rover Vogue 5.0 Se (A),290800,5251,1,99640.0,29080,2013-02-08,0,0,0
Mazda,Mazda 3 Sedan 1.6 (A),58800,849,2,90646.0,13652,2017-07-04,46,3,10
Mercedes-Benz,Mercedes-Benz Slk-Class Slk200 Brabus,87800,4513,3,77000.0,50148,2014-05-28,12,1,0
Mazda,Mazda Biante 2.0 Deluxe (A),81800,1181,1,87233.0,18250,2017-03-28,46,3,10
Hyundai,Hyundai Tucson Diesel 2.0A Crdi Sunroo,69800,1329,1,71000.0,19348,2016-03-30,34,2,10
Ud,Ud Trucks Mkb8Eln5Aa,72800,1167,1,160000.0,20614,2016-01-11,41,3,5
Opel,Opel Astra 1.0A Turbo,55000,712,2,,12092,2017-09-14,52,4,4
Toyota,Toyota Dyna 150 3.0 (M),45800,1012,2,145715.0,18207,2015-04-11,29,2,5
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 (A),81800,1311,3,91000.0,19984,2016-10-20,41,3,5
Toyota,Toyota Dyna 150 3.0M,86800,798,1,,13305,2019-01-11,77,6,5
Toyota,Toyota Dyna 150 3.0M,42800,1048,2,,18858,2015-06-08,26,2,2
